companyName,company_starRating,company_offeredRole,company_roleLocation,listing_jobDesc,requested_url,compensation_and_benefits,culture_and_values,career_opportunities,work_life_balance,job_type,industry,job_function,company_size,estimated_salary
Procter & Gamble,4.2,Data Scientist,"Weybridge, England","Experience with Big Data Ecosystem: Spark, MapReduce, SQL, Hive. Experience with Cloud Infrastructure: Microsoft Azure, Google Cloud Platform. Experience with Agile DevOps, Github, Jira, Confluence Basic understanding of Business Intelligence Tools such as PowerBI, Spotfire, Tableau, etc, and/or UI frameworks (Flask, VueJS,..) to impress your business sponsors. Experience with Big Data Ecosystem: Spark, MapReduce, SQL, Hive. Experience with Cloud Infrastructure: Microsoft Azure, Google Cloud Platform. Experience with Agile DevOps, Github, Jira, Confluence Basic understanding of Business Intelligence Tools such as PowerBI, Spotfire, Tableau, etc, and/or UI frameworks (Flask, VueJS,..) to impress your business sponsors.",https://www.glassdoor.com/partner/jobListing.htm?pos=330&ao=1136006&s=58&guid=0000017b593d092aa5a3465c09407876&src=GD_JOB_AD&t=SR&vt=w&cs=1_d72f6352&cb=1629289777778&jobListingId=4150196327,4.2,4.2,4.0,3.4,Full-time,Manufacturing,data scientist,10000+ Employees,NaN
Understanding Recruitment,4.6,"Data Scientist (MedTech, Remote)","London, England","Do you want to work on greenfield projects?I am searching for a talented Data Scientist (MedTech, Remote) to join a disruptive MedTech company bridging the gap between the medical and insurance industries. This company is based in Central London, although open to fully remote work within the UK.As a Data Scientist, you will be joining the team who is using digital data to calculate the risk of diagnosis and streamline the Health insurance process. The team has recently been recognised in Forbes and is growing exponentially offering a clear progression pathway and increasing levels of responsibility.You will be proficient in Python programming, and familiarity with Data Science libraries (e.g., Pandas, NumPy, etc) being ideal. You will have a passion to work within a start-up environment and alongside an agile team. You truly have the best of both worlds - a rewarding career working on greenfield projects in MedTech, and a financially stable enterprise (recently securing further funding).Key Skills: Data Scientist (MedTech, Remote): Data Scientist, Data Analyst, Python, R, Backend, Bayesian, Hypothesis Testing, Isometric Testing, Data Analysis, Statistics, Biostatistics, SQL, NoSQL, Shiny, Graph database, Knowledge Graph, Tidyverse, Machine Learning, AI, Artificial Intelligence, Computer Science, Publications, Deep Learning, Finance, Health Tech, Healthtech, Medical, MedTech, Med Tech, Fintech, Senior, Manager, Lead, Data Engineer, Engineer, Programmer, DeveloperShow more ",https://www.glassdoor.com/partner/jobListing.htm?pos=309&ao=1136006&s=58&guid=0000017b593d092aa5a3465c09407876&src=GD_JOB_AD&t=SR&vt=w&cs=1_8cb07643&cb=1629289777773&jobListingId=4162456346,4.5,4.7,4.7,4.1,Full-time,Business Services,data scientist,1 to 50 Employees,"£40,000 - £65,000 (Glassdoor Est.)"
FiberLean,4.5,Data Scientist,"Par, England","Provide day-to-day production support for applications, infrastructure, and end user of the PI System client tools and SQL Databases. Integrate PI with PLC and DCS systems; create and edit PI system Tags; and use Asset Framework to create asset models. Implement, configure and troubleshoot PI Interfaces, including OPC DA/UA, PI to PI, RDBMS and UFL. Create professional displays and reports using PI Vision and PI Datalink. Provide performance optimization and system health monitoring in support of compliance with overall health and availability targets for production systems. Provide monitoring and maintenance support for system security, deployment of patches, file backups, system restoration, and password management. Develop and maintain effective technical support documentation including specifications, standards, and SOPs. Support the evaluation of operating system upgrades and changes to support tools, including testing support during plant commissioning and operation. Support the analysis of business processes, information gathering, interpreting requirements, and implementing process workflows, including the provision of automatic reporting. Participate on project teams to deliver new functionality and to support corporate initiatives. Effectively analyse and understand large and complex datasets. Explore new business opportunities through the application of statistical methods and machine learning. Collaborate with other areas of the business to ensure high quality data management systems. Other duties may reasonably be required, in line with your main duties. Degree in IT, Data Science, Automation, Engineering, or related disciplines. Advance knowledge and understanding of IT systems, Automation, and network infrastructures. Ability to work closely with the Industrial Process Manager and Operations and Projects Team members to interpret data accurately and aid in the dissemination of this data to the end users. Demonstrate the drive and enthusiasm to deliver on project work. Strives for excellence in performance by surpassing established standards. Ability to think creatively and propose innovative solutions. Extensive hands-on experience working with similar data infrastructure and PI System. Knowledge of statistics and machine learning in desirable. Highly competent in implementing, configuring, and troubleshooting of PI Interfaces, including OPC DA/UA, PI to PI, RDBMS and UFL. Professionalism; good attention to detail; and Strong multi-tasking skills. Have an ability to operate across geographies with cultural awareness and sensitivity to international differences. Have strong time management skills and a high achievement drive, be self-motivated and able to maintain high energy level and tenacity to deliver even on difficult assignments. Be able to demonstrate strong team working ethos with a high degree of motivation to work in a fast-paced collaborative environment.",https://www.glassdoor.com/partner/jobListing.htm?pos=301&ao=1136006&s=58&guid=0000017b593d092aa5a3465c09407876&src=GD_JOB_AD&t=SR&vt=w&cs=1_df793b53&cb=1629289777767&jobListingId=4110246887,4.0,4.0,4.0,4.0,Full-time,NaN,data scientist,51 to 200 Employees,NaN
Ripjar,4.1,Data Scientist,"London, England","Carry out data analysis tasks to develop Ripjar’s understanding of relevant data. Make use of Ripar’s large-scale data processing and analysis infrastructure to analyse data sets in order to identify patterns and to produce statistical outputs to support the development of new analytics and models. Develop and evaluate machine learning models to enhance Ripjar’s software and data products. Work with Ripjar's Data Engineers and engineering teams to support the scaling up and integration of new analytics and models into Ripjar's products and data processing pipelines. Produce statistical tests and summarise test outputs. Document analytics, models and test methodologies. Provide support to stakeholders in understanding analytics, models and test results. Proficiency in Python, particularly with machine learning and data science libraries such as Tensorflow, PyTorch, scikit-learn, numpy and scipy. Strong understanding of statistics and statistical models. Strong working knowledge of machine learning and other algorithms Experience training and evaluating machine learning models. Strong software engineering experience in at least one programming language (Python preferred) Self-starter, capable of working in a fast-paced environment. Experience with Spark (pyspark), Hadoop or other big data technologies Experience with any of Elasticsearch, Kafka, MongoDB, Redis, HBASE and Node.js. Experience with Linux Proficiency in multiple programming languages and/or programming paradigms. Experience in software development in agile environments and an understanding of the software development lifecycle. You’ll work alongside amazing, high-performing colleagues on some of the most interesting work in risk, intelligence and security 25 days’ annual leave, rising to 30 days after 5 years' service Company Share Scheme Private Family Healthcare Employee Assistance Programme Company contributions to your pension Enhanced maternity/paternity pay The latest technology to work with including a top of the range MacBook Pro Offices in Cheltenham, London and Bristol, or remote working For those working remotely, financial assistance will be available to help 'set up' your home office For those working in one of our offices, there is a well-stocked pantry with food, snacks and drinks",https://www.glassdoor.com/partner/jobListing.htm?pos=329&ao=1136006&s=58&guid=0000017b593d092aa5a3465c09407876&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b0a2b3eb&cb=1629289777777&jobListingId=4029111841,4.2,4.1,3.9,4.0,Full-time,Information Technology,data scientist,51 to 200 Employees,"£69,276 - £79,288 (Glassdoor Est.)"
CooperVision,3.1,Data Scientist,"Hamble, England","To lead data analytics within European Manufacturing. Mine vast amounts of data for useful insights and communicate those insights to influence business decisions within EMO. Use a combined knowledge of computer science and applications, modelling, statistics, analytics and math’s to solve problems. Ability to extract data from multiple sources including machine data, MES, ERP, CMMS, supervisory control systems and performance monitoring systems used in production and management of the business. Proven ability to sift, cleanse and analyze data from multiple angles, looking for trends that highlight problems or opportunities. Develop complex data models and algorithms to apply to data sets. Develop and implement predictive modelling to understand outcome of actions and measure effectiveness. Develop processes and tools to monitor and analyse model performance and data accuracy. Make recommendations to adapt processes, materials and data collection. Continually strive to identify, evaluate and implement new technics. Implement and conduct training programs for applicable support groups. Mentor and train others in data analytics. Expert knowledge of statistical modelling, algorithms, numerical simulation and visualization. Expert in programming languages Python, R, SAS while knowledge of C/C++ and C# would be an advantage. Ability to develop mathematical models and demonstrate an outcome. To have high level of knowledge and proven track record of utilizing MS SQL as a data source. Demonstrate high level of knowledge and proven track record of data mining, cleansing, statistics. Understanding of Cloud technology, complex event processing and machine learning. Ability to relate to people and form relationships quickly. Conscientious, with a pleasant friendly manner. Ability to work independently or with large multi-disciplined teams. To be flexible, and able to assist across multiple projects to strict deadlines. Excellent communication, presentation and documentation skills. Enthusiasm towards analytics and data science. The following behavioral competencies: Planning and Organization, Positive Attitude, Problem Solving, Innovation and Quality/Continuous Improvement and Change Orientation. Ability to keep abreast of new developments within the industry Working within an office environment. Occasional time in manufacturing/operations areas. As a result, the job holder will be gowned-up whilst working in those areas. There is continuous noise in the clean room with some areas requiring ear protection. Able to work without supervision. Able to work in a fast paced, dynamic work environment. Must be flexible with working hours. Ideally a minimum 3 years proven track record in relevant discipline. Manufacturing experience would be beneficial. Preference for a Medical device or pharmaceutical background. Experience of working on projects with large multi-disciplined teams. Minimum of degree qualified or equivalent training and experience in data and computer science.",https://www.glassdoor.com/partner/jobListing.htm?pos=305&ao=1136006&s=58&guid=0000017b593d092aa5a3465c09407876&src=GD_JOB_AD&t=SR&vt=w&cs=1_2e663d42&cb=1629289777771&jobListingId=4159148428,3.0,2.7,2.7,2.9,Full-time,Manufacturing,data scientist,10000+ Employees,"£31,029 - £41,271 (Glassdoor Est.)"
Studio Retail Ltd,3.4,Data Scientist,"Accrington, England","Develop both internal and partnership with select third parties data science products which will drive value for the business Collaborate with stakeholders to take data science products through from test to deployment, whilst also ensuring user adoption within the business Monitor integrated data science products to ensure ongoing effectiveness and to tack benefits Support in identifying opportunities for new data science techniques and concepts to be developed that could drive value for Studio Adhere to, champion, and seek to improve Enterprise Data Products and Insight processes and best practices BSc or MSc in numerate subject (Maths / Stats / Engineering / Computer Science) Strong commercial acumen and experience of delivering data science in a commercial setting An understanding of machine learning and statistical and predictive modelling techniques such as regression, classification, neural networks and clustering Proficient in SQL and other languages such as Python; able to query, cleanse, manipulate and analyse data Ability to build trust and rapport with business stakeholders to build effective relationships Ability to explain analysis and analytical concepts and recommendations clearly and succinctly Aptitude and attitude for increasing technical skills Excellent critical thinking and solution creation skills Excellent problem solver Curious in nature and a proactive self-starter",https://www.glassdoor.com/partner/jobListing.htm?pos=311&ao=1136006&s=58&guid=0000017b593d092aa5a3465c09407876&src=GD_JOB_AD&t=SR&vt=w&cs=1_bb583d30&cb=1629289777774&jobListingId=4160570672,3.1,3.3,3.1,3.2,Full-time,Retail,data scientist,1001 to 5000 Employees,NaN
Unilever,4.2,Global Data Scientist,"Kingston upon Thames, England","Works with the business to fully understand the business problem and how to deliver relevant insights that lead to actions. Gathers, interprets and model’s data to solve complex business problems and evaluate scenarios to make predictions on potential future outcomes. Fast paced agile experimentation across a range of business areas (Sales, Marketing, P&L etc). Build D&A models and iterate to help demonstrate the business case to scale the solution. Incorporate design thinking elements in building and developing solutions Act as the go to expert on building diagnostic and predictive models through classical modelling and Machine Learning. Able to scale and industrialize the solution on cloud-based platforms Build data-science and algorithmic solutions to address business problems requiring diagnostic, predictive, and / or prescriptive analytics Drive new value from insights from connecting external (Retailer, Econometric, Panel etc) and internal data sources Innovate new D&A methodologies motivated by local needs which feed into D&A’s global product pipeline The position will be primarily a sole contributor role working closely with the business interpreter across a variety of markets & teams. Guide team on continuous improvement which will include: Improved ways of working Simplification and standardization Degree Qualified in a relevant technical field (Operations Research, Computer Science, Statistics, Business, Econometrics, or Mathematics). Strong track record in solving problems using quantitative and statistical approaches Expert knowledge in Regression, Clustering, Random Forrest, Decision Trees, Optimization, Time Series, Probability, and other related advanced methodologies. Experience in applying Neural Networks would be a plus Experience in designing and industrializing D&A and Advanced Technical solutions Expert knowledge of tools such as R, Python & Spark Experience in communicating with clients and requirement gathering Ability to manipulate and interpret complex, high-volume, high-dimensionality data from varying sources (Nielsen, SAP, Retailer ePOS; both structured and non-structured data) Expert in working with cloud-based platforms like Azure, AWS and big data knowledge Excellent communication, active listening and presentation skills and ability to communicate effectively with all levels in the organisation Passion for delivering service excellence; and developing a culture of “easy to do business with”, where customer’s needs are anticipated Highly inquisitive mind-set with strong ability to identify, troubleshoot, problem solve and resolve issues. Passion for simplification and continuous improvement Strong interpersonal skills with the ability to collaborate with team members to understand and develop technology solutions for business needs Organised, strong time management skills and ability to prioritise multiple tasks in order to meet established deadlines Team-player who is a proactive self-starter, with the ability to work without oversight. Strong ethical standards regarding the handling of information. Ability to work quickly and accurately, and within a cross-culture and global environment. Ability to work with a broad, virtual team Proficiency in MS Office Suite and SQL desirable. Analytically minded with good numerical ability and logical reasoning Proficient in using R, Python or any other data mining tools. Knowledge and experience in Hadoop (map reduce paradigm) etc.",https://www.glassdoor.com/partner/jobListing.htm?pos=319&ao=1136006&s=58&guid=0000017b593d092aa5a3465c09407876&src=GD_JOB_AD&t=SR&vt=w&cs=1_ad38824c&cb=1629289777776&jobListingId=4162837722,3.8,4.3,3.7,3.7,Full-time,Manufacturing,data scientist,10000+ Employees,NaN
University of Stirling,4.3,Data Scientist,"Stirling, Scotland","Develop and apply innovative approaches for the creation of added-value data products and services for the environmental sector using machine learning and other data science approaches Lead on the curation of Forth-ERA datasets including those derived from satellites, drones, in-situ sensors, citizens and models and to work develop OGC-compliant systems and procedures that adhere to FAIR principles Provide advice and technical support both internally to colleagues and externally to stakeholders in the application of data science approaches and promote their wider uptake as part of the Forth-ERA programme As an integral part of the wider Forth-ERA team, contribute to the continued development of a strategy for the integration of data science approaches at all levels of the research programme Identify potential funding sources and contribute to proposals to secure funding, including drafting grant proposals and planning for future proposals from internal and external bodies to support future research Write or contribute to journal publications, project reports, presentations and to disseminate research findings using other appropriate media Deliver presentations at conferences or exhibit work in other appropriate events Honours Degree and PhD (or equivalent work-related experience) in an appropriate discipline such as machine learning or data science The enthusiasm and ability to solve complex problems using machine learning Exceptionally strong programming skills in Python (or equivalent languages) and experience with machine learning libraries such as TensorFlow, Keras or PyTorch for big data science Experience in data visualisation for scientific and/or non-scientific audiences in languages such as Python and R Ability to communicate effectively with stakeholders from different disciplines to understand their requirements Excellent interpersonal and time management skills including evidence of being responsible for a small research project or identified parts of a large project Self-motivation, initiative and independence in thought and working PhD related to the application of machine learning to environmental challenges Knowledge of environmental science and how machine learning can be applied to solve environmental challenges Familiarity with code development for distributed, cloud-based computing architectures and high-performance computing technologies Familiarity with the use of container technology for operating system virtualisation Experience in the use of code hosting platforms for version control and collaboration (e.g., Git) and cloud-based notebooks (e.g., Jupyter) Experience in front-end software develop and/or a working knowledge of JavaScript, CSS or HTML Managing self and personal skillsBeing aware of your own behaviour and mindful of how it impacts on others, enhancing personal skills to adapt professional practice accordingly. Delivering excellent serviceProviding the best quality service to external and internal clients. Building genuine and open long-term relationships in order to drive up service standards. Finding solutionsTaking a holistic view and working enthusiastically to analyse problems and to develop workable solutions. Identifying opportunities for innovation. Embracing changeBeing open to and engaging with new ideas and ways of working. Adjusting to unfamiliar situations, shifting demands and changing roles. Using resources effectivelyIdentifying and making the most productive use of resources including people, time, information, networks and budgets. Engaging with the wider contextEnhancing your contribution to the organisation through an understanding of the bigger picture and showing commitment to organisational values. Developing self and othersShowing commitment to own ongoing professional development. Supporting and encouraging others to develop their professional knowledge, skills and behaviours to enable them to reach their full potential. Working togetherWorking collaboratively with others in order to achieve objectives. Recognising and valuing the different contributions people bring to this process. Achieving ResultsConsistently meeting agreed objectives and success criteria. Taking personal responsibility for getting things done.",https://www.glassdoor.com/partner/jobListing.htm?pos=316&ao=1136006&s=58&guid=0000017b593d092aa5a3465c09407876&src=GD_JOB_AD&t=SR&vt=w&cs=1_35ef05dc&cb=1629289777775&jobListingId=4147875634,4.3,4.6,4.1,4.2,Full-time,Education,data scientist,1001 to 5000 Employees,"£35,624 - £43,068 (Glassdoor Est.)"
Cignpost Diagnostics Ltd,3.8,Data Scientist,"Farnborough, Hampshire, South East England, England","Interrogate and reconcile data on business performance Provide insight to drive strategic decision making by using advanced analytical data techniques Understand business challenges and identify relevant approaches to provide actionable insight Help build out the data insights function Ability to effectively participate in cross-functional problem-solving teams Planning, analytical and conceptual skills to evaluate business problems and identify and apply appropriate solutions Data mining and algorithm experience Experience with statistical programming (such as Python, SPSS, R) and strong SQL skills Experience with business intelligence tools and data visualisation (specifically Power BI) Excellent quantitative academic credentials (Maths / statistics, engineering, science) Experience leading team members or small projects an advantage Excellent analytical skills Intellectual curiosity Self-starter Presentation and data visualisation skills 25 days holiday BUPA medical Health Care Simply Health Cash Plan Perkbox Company Pension",https://www.glassdoor.com/partner/jobListing.htm?pos=322&ao=1136006&s=58&guid=0000017b593d092aa5a3465c09407876&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ece96d21&cb=1629289777777&jobListingId=4162223940,4.0,3.7,4.5,3.0,Full-time,NaN,data scientist,51 to 200 Employees,NaN
Kellogg Company,3.8,Lead Data Scientist,"Salford, East of England, England","Working with business stakeholders to identify the business requirements and the expected outcomes of data science solutions Modelling and framing business scenarios that are meaningful and which impact on critical business processes and/or decisions Identifying the broader insight and data requirements (outside of the day to day research on plans) for your portfolio and creating the case for investment Analysing large, noisy datasets and identify meaningful patterns that provide actionable business results Identifying new and relevant data sources with the potential to unlock new growth opportunities Coordinating data resource requirements between data science team and engineering teams Working with product managers, engineers, and data scientists to translate prototypes into production Create coding standards, statistical reporting, and data analysis methodologies Conducting research and making recommendations on big data infrastructure, database technologies, analytics tools, services, protocols, and standards in support of procurement and development efforts Supporting education of the organization on new approaches, such as testing hypotheses and statistical validation of results Designing and delivering end-user training and training materials Providing guidance, training, and problem-solving assistance to other data scientists and analysts Mentoring other data scientists and business partners across Kellogg MSc or PhD in Computer Science, Statistics, Mathematics or related field. Minimum 5 years’ experience working in a similar role Demonstrable commercial experience in the application of machine learning techniques and statistical modelling Experience using big data sets within cloud computing assets with AWS and Hadoop i.e. Sagemaker Experience working with SAS, SQL, Python, and ‘R’ Strong stakeholder management and communication skills Some international travel is required",https://www.glassdoor.com/partner/jobListing.htm?pos=307&ao=1136006&s=58&guid=0000017b593d092aa5a3465c09407876&src=GD_JOB_AD&t=SR&vt=w&cs=1_64e80843&cb=1629289777772&jobListingId=4163731274,3.9,3.7,3.4,3.3,Full-time,Manufacturing,data scientist,10000+ Employees,"£40,292 - £61,285 (Glassdoor Est.)"
Denholm Associates,4.5,Data Engineer,Remote,"Collaborate cross-functionally with architects, data engineers, data scientists and other engineers to deliver solutions using a wide range of Azure cloud technologies Work with product management and business users to understand requirements and priorities Design, implement and support stream and batch data processing pipelines Develop securely partitioned structured and unstructured data stores Prepare data for predictive and prescriptive modeling Prepare data for consumption by web and mobile applications Document solutions Help maintain our catalog of guidelines on Data Engineering best practice Act as a key consultant to internal and external teams for data related projects 5+ years data engineering, ETL, database development or software development with strong focus on data intensive applications. 2+ years data engineering/software development in Azure. Comfortable manipulating and analysing complex structured and unstructured, data from various sources. Experience building and optimising data pipelines, architectures and data sets. Working knowledge of message queuing, stream processing, and highly scalable data stores. Strong coding skills (C# .NET is preferred). Experience working with Git as source control and understanding the concepts around pull requests, branches, repositories. Experience with Continuous Integration and Deployment using Azure DevOps or GitHub Actions. Working in an Agile (Scrum) Environment. Experience in working with customer facing web or mobile application development and digital experience platforms Understanding of NoSQL data modelling and optimization. Working knowledge of REST API/ Web API design and development. Working knowledge of Power BI. Familiarity with Big Data concepts and Data Lake development. Microsoft/Azure Certification.",https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=1136006&s=58&guid=0000017b593f616b81f980db3f28f8cb&src=GD_JOB_AD&t=SR&vt=w&cs=1_531aeaf0&cb=1629289931344&jobListingId=4128651238,4.2,4.4,4.1,4.1,Full-time,Business Services,data engineer,1 to 50 Employees,NaN
Additional Resources,5.0,Senior Data Scientist,Remote,"Data Scientist (Senior) – Remote WorkingSalary – £40k - £55k + Pension + Life Assurance + Healthcare + 33days Holidays + Other benefitsThe ClientOur client is a leading provider of data science and predictive analysis services for the oil and gas industry. The company work closely with oil and gas operating companies as a remote extension of their asset teams; helping them to solve complex problems, improve efficiency, reduce costs and mitigate risks by making better use of their operational data.Job OverviewThe successful candidate will have experience deploying the latest Data Science analytic technologies, Machine learning and AI to solve practical and commercial/industrial challenges. They will be capable of supervising, developing and mentoring Data Analysts and Scientists. A key element of the role will involve the development and use of a range of analytics tools to perform analysis of large quantities of data, identifying anomalies, trends, and areas of further investigation.This role also provides specific inputs to the product development program of X-PAS™ Operational Stability and Emissions Reduction and will be involved in coaching super users and users of the platform. In addition, they will be constantly looking to design and implement process, procedure and technology enhancements using the latest technologies and AI that efficiency savings in the existing operational processes and offer added value to our clients customers.The candidate should:Have 5-10 years’ experience in applied Data ScienceBe qualified to at least BSc level in Data Science / Applied Analytics or similar; PhD or other further qualification advantageous, but only if combined with proven practical track recordPossess knowledge and experience of statistical modelling techniques, development of novel analytical approaches and use of mathematical / machine learning algorithmsHave a proven ability in big data analysis, be able to identify anomalies and trends, and create and apply predictive models using a range of methodologies and approachesHave experience in working within a multi-discipline teamResponsibilities and DutiesThe successful candidate will be required to:Support the development of tools and applicationsUndertake complex data analysisArticulate prioritised insights to various multi-disciplined stakeholders in a clear and concise mannerSupport the X-PAS™ and emissions.AI platform development plan by making recommendations for innovative applications of advanced data science methodologies, including developing robust plans for execution covering enhancements and functionality improvementsManage the portfolio of enhancements through supervision of the team of Data Scientists (delegated through the VP Data Science)Provide mentoring and development guidance to the Data Science team in the areas of advanced Data Science and Analytics | Machine Learning & AIPersonal SpecificationExcellent communication skillsAnalytical thinking and problem solvingSelf-motivationSuccessful experience of team-workingExperienced in Principal component and multi variate techniquesExperienced in predictive analytics, pattern recognition machine learning and AIUnderstands the importance of making analysis structured, repeatable and automatedIOT / Machinery / Equipment / System data experience would be a bonusProficient in MS OfficeOil & Gas Experience advantageousTechnically curiousProficient in Python and R (other programming languages beneficial)DispositionAbility to work independently on own initiative and to contribute as part of a teamWillingness and ability to be flexibleAbility to get on well with a wide variety of people across multiple disciplinesPatient and able to cover the same issue with different peopleAble to work under pressure, meet deadlines and handle multiple tasksAble to use initiative effectivelyAccurate and pays attention to detailHigh energy, “can-do” attitudeImportant Information: We endeavour to process your personal data in a fair and transparent manner. In applying for this role, Additional Resources will be acting in your best interest and may contact you in relation to the role, either by email, phone or text message. For more information see our Privacy Policy on our website. It is important you are aware of your individual rights and the provisions the company has put in place to protect your data. If you would like further information on the policy or GDPR please contact us.Additional Resources Ltd is an Employment Business and an Employment Agency as defined within The Conduct of Employment Agencies & Employment Businesses Regulations 2003.ReferenceHAL/AR/056408SectorIT & InternetSalary£40,000 to £55,000 Per AnnumTown/CityRemote WorkingContract TypePermanentClosing Date14/09/2021Show more ",https://www.glassdoor.com/partner/jobListing.htm?pos=118&ao=1136006&s=58&guid=0000017b593f616b81f980db3f28f8cb&src=GD_JOB_AD&t=SR&vt=w&cs=1_345ff950&cb=1629289931343&jobListingId=4153428884,5.0,5.0,5.0,5.0,Full-time,NaN,data scientist,1 to 50 Employees,NaN
NCC Group,3.4,Data Scientist / Machine Learning Engineer,Remote,"A strong foundation in statistics and probability Ability to code in either Python or R have used at least one open-source machine-learning library or API to perform analytics. You have confidently built research-grade software and are comfortable prototyping ideas in your programming language of choice, although we’d certainly be keen to meet anyone who has pushed machine learning code into a production environment. You are familiar with large-scale data processing-relevant aspects of Microsoft Azure, Amazon AWS and/or Google GCP, along with modern computing architectures. At minimum, you have practical understanding and experience of linear models, decision trees and neural networks, possibly through industry or academia. You have used (or are interested in learning) tools/frameworks such as scikit-learn, Tensorflow, Keras, etc. You may also have theoretical or practical understanding of any of natural language processing, graph theory, algorithm design, or a specific research area in data science or machine learning.",https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=1136006&s=58&guid=0000017b593f616b81f980db3f28f8cb&src=GD_JOB_AD&t=SR&vt=w&cs=1_62b1b937&cb=1629289931336&jobListingId=4155247827,3.2,3.2,3.2,3.3,Full-time,Information Technology,data scientist,1001 to 5000 Employees,NaN
CK Group,NaN,Data Analyst,Remote,"Work with conceptual data models, defining data needs Apply understanding of clinical study development, whether from the clinical or regulatory perspective Complete a full data analysis of the CTR (Clinical Trial Regulation) data requirements Working with the Global process Owners (GPOs) and Business Process Owners (BPOs) to ensure any business process updates to be compliant with Clinical Trial Regulation, are in line with the data lifecycles and accountabilities Developing data standards (including revisions), agreeing on the source of truth / system of record and developing of business rules and / or data quality checks. Assisting with ensuring the data submissions for CTR are of good data quality. Have work experience in pharma safety, pharmacovigilance, with an excellent understanding of ICSR case processing and management. Understanding of GxP and regulated processes and end to end clinical trial lifecycle. Perform data analysis/statistical methods to evaluate, interpret and present scientific data with clarity. Understanding of project management methodology.",https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=1136006&s=58&guid=0000017b593f616b81f980db3f28f8cb&src=GD_JOB_AD&t=SR&vt=w&cs=1_bd1d9350&cb=1629289931339&jobListingId=4156865339,3.8,4.0,4.4,3.9,Full-time,Transportation & Logistics,data analyst,1 to 50 Employees,NaN
Project People,2.9,Senior Data Scientist,Remote,"Degree in relevant discipline (mathematics, statistics or computer science or similar) or equivalent relevant experience. Significant and demonstrable experience in developing machine learning and deep learning algorithms Leadership experience preferably, in data science, with strong motivation in coaching and growing teams Significant experience in data science programming using different programming languages and include Python and R Proven experience in pattern recognition, statistical and predictive modelling using Numpy, Scikt-Learn, TensorFlow, Keras, PyTorch and other data mining frameworks on the Cloud In-depth knowledge of SQL programming with strong skills in data modelling and data transformation relational databases such as Oracle, SQL Server and MySQL Experience in working in complex cross-functional, multi-stakeholder environments with strong analytical and strong commercial awareness Excellent written and communication skills Masters in relevant discipline (machine learning, computer science, statistics, mathematical science, operational research or similar) or equivalent experience. Domain expert in any transport, retail and telecom data models Design and Architecture skills Experience in Mobile and Web App development Experience in web architecture and software engineering",https://www.glassdoor.com/partner/jobListing.htm?pos=128&ao=1136006&s=58&guid=0000017b593f616b81f980db3f28f8cb&src=GD_JOB_AD&t=SR&vt=w&cs=1_79c1b38c&cb=1629289931345&jobListingId=4140268044,2.8,2.5,2.4,2.9,Full-time,Business Services,data scientist,51 to 200 Employees,NaN
Zego,4.1,Data Scientist - Signal Processing - Remote Working (UK),Remote,"You will use advanced digital signal processing techniques to extract relevant driving behaviour information through the analysis of motion sensor data. Experience with processing geospatial data and/or sensor data from mobile devices or wearable is a plus You will frame complex physical problems and systems into individual and simpler pieces that enable us to quickly build data processing pipelines to test hypotheses and swiftly deploy new products into production You will apply, or will coordinate with other data scientists to apply, machine learning techniques in order to train algorithms related to activity detection and human behavior analysis You will effectively communicate insights and present complex analysis using data visualization techniques Master’s or Ph.D. in Electrical Engineering, Biomedical Engineering, Physics or Mathematics Knowledge of signal processing (signal modeling, projections, decompositions, and transformations), sensor physics is a plus You possess a strong knowledge of software development process, and have the ability to develop efficient and scalable code Ability to build solutions from scratch including writing and navigating code and requesting data from data sources You are are interested in learning modern Python machine learning tools and libraries and to build strong capabilities in querying structured data using SQL",https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=1136006&s=58&guid=0000017b593f616b81f980db3f28f8cb&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_40063c17&cb=1629289931344&jobListingId=4144912399,3.8,4.2,4.1,3.9,Full-time,Insurance,data scientist,201 to 500 Employees,NaN
